source,target,community
Babak Hodjat,Jean-Baptiste Mouret,17
Babak Hodjat,Jason Yosinski,17
Babak Hodjat,Carlos Maestre,17
Babak Hodjat,Westley Weimer,17
Babak Hodjat,Frank Hutter,17
Babak Hodjat,Simon Thibault,17
Babak Hodjat,Sara Mitri,17
Babak Hodjat,Anh Nguyen,17
Babak Hodjat,Laurent Keller,17
Babak Hodjat,David Parsons,17
Babak Hodjat,Carole Knibbe,17
Babak Hodjat,Richard Watson,17
Babak Hodjat,Karl Sims,17
Babak Hodjat,Makoto Amamiya,17
Babak Hodjat,François Taddei,17
Babak Hodjat,Hod Lipson,17
Babak Hodjat,Eric Shulte,17
Babak Hodjat,Robert T. Pennock,17
Babak Hodjat,Peter Krcah,17
Babak Hodjat,Thomas S. Ray,17
Babak Hodjat,David E. Moriarty,17
Babak Hodjat,Richard E. Lenski,17
Frank Hutter,Marc Parizeau,17
Frank Hutter,William F. Punch,17
Frank Hutter,Marc Schoenauer,17
Frank Hutter,Risto Miikkulainen,17
Frank Hutter,Danesh Tarapore,17
Frank Hutter,Robert MacCurdy,17
Frank Hutter,Jean-Baptiste Mouret,17
Frank Hutter,Jason Yosinski,17
Frank Hutter,Carlos Maestre,17
Frank Hutter,Westley Weimer,17
Frank Hutter,Simon Thibault,17
Frank Hutter,Sara Mitri,17
Frank Hutter,Anh Nguyen,17
Frank Hutter,Laurent Keller,17
Frank Hutter,David Parsons,17
Frank Hutter,Carole Knibbe,17
Frank Hutter,Richard Watson,17
Frank Hutter,Karl Sims,17
Frank Hutter,François Taddei,17
Frank Hutter,Hod Lipson,17
Frank Hutter,Eric Shulte,17
Frank Hutter,Robert T. Pennock,17
Frank Hutter,Peter Krcah,17
Frank Hutter,Thomas S. Ray,17
Frank Hutter,David E. Moriarty,17
Frank Hutter,Richard E. Lenski,17
Laurent Keller,Marc Parizeau,17
Laurent Keller,William F. Punch,17
Laurent Keller,Marc Schoenauer,17
Laurent Keller,Risto Miikkulainen,17
Laurent Keller,Danesh Tarapore,17
Laurent Keller,Robert MacCurdy,17
Laurent Keller,Jean-Baptiste Mouret,17
Laurent Keller,Jason Yosinski,17
Laurent Keller,Carlos Maestre,17
Laurent Keller,Westley Weimer,17
Laurent Keller,Simon Thibault,17
Laurent Keller,Sara Mitri,17
Laurent Keller,Anh Nguyen,17
Laurent Keller,David Parsons,17
Laurent Keller,Carole Knibbe,17
Laurent Keller,Richard Watson,17
Laurent Keller,Karl Sims,17
Laurent Keller,François Taddei,17
Laurent Keller,Hod Lipson,17
Laurent Keller,Eric Shulte,17
Laurent Keller,Robert T. Pennock,17
Laurent Keller,Peter Krcah,17
Laurent Keller,Thomas S. Ray,17
Laurent Keller,David E. Moriarty,17
Laurent Keller,Richard E. Lenski,17
Carole Knibbe,Marc Parizeau,17
Carole Knibbe,William F. Punch,17
Carole Knibbe,Marc Schoenauer,17
Carole Knibbe,Risto Miikkulainen,17
Carole Knibbe,Danesh Tarapore,17
Carole Knibbe,Robert MacCurdy,17
Carole Knibbe,Jean-Baptiste Mouret,17
Carole Knibbe,Jason Yosinski,17
Carole Knibbe,Carlos Maestre,17
Carole Knibbe,Westley Weimer,17
Carole Knibbe,Simon Thibault,17
Carole Knibbe,Sara Mitri,17
Carole Knibbe,Anh Nguyen,17
Carole Knibbe,David Parsons,17
Carole Knibbe,Richard Watson,17
Carole Knibbe,Karl Sims,17
Carole Knibbe,François Taddei,17
Carole Knibbe,Hod Lipson,17
Carole Knibbe,Eric Shulte,17
Carole Knibbe,Robert T. Pennock,17
Carole Knibbe,Peter Krcah,17
Carole Knibbe,Thomas S. Ray,17
Carole Knibbe,David E. Moriarty,17
Carole Knibbe,Richard E. Lenski,17
Peter Krcah,Marc Parizeau,17
Peter Krcah,William F. Punch,17
Peter Krcah,Marc Schoenauer,17
Peter Krcah,Risto Miikkulainen,17
Peter Krcah,Danesh Tarapore,17
Peter Krcah,Robert MacCurdy,17
Peter Krcah,Jean-Baptiste Mouret,17
Peter Krcah,Jason Yosinski,17
Peter Krcah,Carlos Maestre,17
Peter Krcah,Westley Weimer,17
Peter Krcah,Simon Thibault,17
Peter Krcah,Sara Mitri,17
Peter Krcah,Anh Nguyen,17
Peter Krcah,David Parsons,17
Peter Krcah,Richard Watson,17
Peter Krcah,Karl Sims,17
Peter Krcah,François Taddei,17
Peter Krcah,Hod Lipson,17
Peter Krcah,Eric Shulte,17
Peter Krcah,Robert T. Pennock,17
Peter Krcah,Thomas S. Ray,17
Peter Krcah,David E. Moriarty,17
Peter Krcah,Richard E. Lenski,17
Richard E. Lenski,Marc Parizeau,17
Richard E. Lenski,William F. Punch,17
Richard E. Lenski,Marc Schoenauer,17
Richard E. Lenski,Risto Miikkulainen,17
Richard E. Lenski,Danesh Tarapore,17
Richard E. Lenski,Robert MacCurdy,17
Richard E. Lenski,Jean-Baptiste Mouret,17
Richard E. Lenski,Jason Yosinski,17
Richard E. Lenski,Carlos Maestre,17
Richard E. Lenski,Westley Weimer,17
Richard E. Lenski,Simon Thibault,17
Richard E. Lenski,Sara Mitri,17
Richard E. Lenski,Anh Nguyen,17
Richard E. Lenski,David Parsons,17
Richard E. Lenski,Richard Watson,17
Richard E. Lenski,Karl Sims,17
Richard E. Lenski,François Taddei,17
Richard E. Lenski,Hod Lipson,17
Richard E. Lenski,Eric Shulte,17
Richard E. Lenski,Robert T. Pennock,17
Richard E. Lenski,Thomas S. Ray,17
Richard E. Lenski,David E. Moriarty,17
Hod Lipson,Marc Parizeau,17
Hod Lipson,William F. Punch,17
Hod Lipson,Marc Schoenauer,17
Hod Lipson,Risto Miikkulainen,17
Hod Lipson,Danesh Tarapore,17
Hod Lipson,Robert MacCurdy,17
Hod Lipson,Jean-Baptiste Mouret,17
Hod Lipson,Jason Yosinski,17
Hod Lipson,Carlos Maestre,17
Hod Lipson,Westley Weimer,17
Hod Lipson,Simon Thibault,17
Hod Lipson,Sara Mitri,17
Hod Lipson,Anh Nguyen,17
Hod Lipson,David Parsons,17
Hod Lipson,Richard Watson,17
Hod Lipson,Karl Sims,17
Hod Lipson,François Taddei,17
Hod Lipson,Eric Shulte,17
Hod Lipson,Robert T. Pennock,17
Hod Lipson,Thomas S. Ray,17
Hod Lipson,David E. Moriarty,17
Robert MacCurdy,Marc Parizeau,17
Robert MacCurdy,William F. Punch,17
Robert MacCurdy,Marc Schoenauer,17
Robert MacCurdy,Risto Miikkulainen,17
Robert MacCurdy,Danesh Tarapore,17
Robert MacCurdy,Jean-Baptiste Mouret,17
Robert MacCurdy,Jason Yosinski,17
Robert MacCurdy,Carlos Maestre,17
Robert MacCurdy,Westley Weimer,17
Robert MacCurdy,Simon Thibault,17
Robert MacCurdy,Sara Mitri,17
Robert MacCurdy,Anh Nguyen,17
Robert MacCurdy,David Parsons,17
Robert MacCurdy,Richard Watson,17
Robert MacCurdy,Karl Sims,17
Robert MacCurdy,François Taddei,17
Robert MacCurdy,Eric Shulte,17
Robert MacCurdy,Robert T. Pennock,17
Robert MacCurdy,Thomas S. Ray,17
Robert MacCurdy,David E. Moriarty,17
Carlos Maestre,Marc Parizeau,17
Carlos Maestre,William F. Punch,17
Carlos Maestre,Marc Schoenauer,17
Carlos Maestre,Risto Miikkulainen,17
Carlos Maestre,Danesh Tarapore,17
Carlos Maestre,Jean-Baptiste Mouret,17
Carlos Maestre,Jason Yosinski,17
Carlos Maestre,Westley Weimer,17
Carlos Maestre,Simon Thibault,17
Carlos Maestre,Sara Mitri,17
Carlos Maestre,Anh Nguyen,17
Carlos Maestre,David Parsons,17
Carlos Maestre,Richard Watson,17
Carlos Maestre,Karl Sims,17
Carlos Maestre,François Taddei,17
Carlos Maestre,Eric Shulte,17
Carlos Maestre,Robert T. Pennock,17
Carlos Maestre,Thomas S. Ray,17
Carlos Maestre,David E. Moriarty,17
Risto Miikkulainen,Marc Parizeau,17
Risto Miikkulainen,William F. Punch,17
Risto Miikkulainen,Marc Schoenauer,17
Risto Miikkulainen,Danesh Tarapore,17
Risto Miikkulainen,Jean-Baptiste Mouret,17
Risto Miikkulainen,Jason Yosinski,17
Risto Miikkulainen,Westley Weimer,17
Risto Miikkulainen,Simon Thibault,17
Risto Miikkulainen,Sara Mitri,17
Risto Miikkulainen,Anh Nguyen,17
Risto Miikkulainen,David Parsons,17
Risto Miikkulainen,Richard Watson,17
Risto Miikkulainen,Karl Sims,17
Risto Miikkulainen,François Taddei,17
Risto Miikkulainen,Eric Shulte,17
Risto Miikkulainen,Robert T. Pennock,17
Risto Miikkulainen,Don Fussell,17
Risto Miikkulainen,Thomas S. Ray,17
Risto Miikkulainen,David E. Moriarty,17
Risto Miikkulainen,Dan Lessin,17
Sara Mitri,Marc Parizeau,17
Sara Mitri,William F. Punch,17
Sara Mitri,Marc Schoenauer,17
Sara Mitri,Danesh Tarapore,17
Sara Mitri,Jean-Baptiste Mouret,17
Sara Mitri,Jason Yosinski,17
Sara Mitri,Westley Weimer,17
Sara Mitri,Simon Thibault,17
Sara Mitri,Anh Nguyen,17
Sara Mitri,David Parsons,17
Sara Mitri,Richard Watson,17
Sara Mitri,Karl Sims,17
Sara Mitri,François Taddei,17
Sara Mitri,Eric Shulte,17
Sara Mitri,Robert T. Pennock,17
Sara Mitri,Thomas S. Ray,17
Sara Mitri,David E. Moriarty,17
David E. Moriarty,Marc Parizeau,17
David E. Moriarty,William F. Punch,17
David E. Moriarty,Marc Schoenauer,17
David E. Moriarty,Danesh Tarapore,17
David E. Moriarty,Jean-Baptiste Mouret,17
David E. Moriarty,Jason Yosinski,17
David E. Moriarty,Westley Weimer,17
David E. Moriarty,Simon Thibault,17
David E. Moriarty,Anh Nguyen,17
David E. Moriarty,David Parsons,17
David E. Moriarty,Richard Watson,17
David E. Moriarty,Karl Sims,17
David E. Moriarty,François Taddei,17
David E. Moriarty,Eric Shulte,17
David E. Moriarty,Robert T. Pennock,17
David E. Moriarty,Thomas S. Ray,17
Jean-Baptiste Mouret,Marc Parizeau,17
Jean-Baptiste Mouret,William F. Punch,17
Jean-Baptiste Mouret,Marc Schoenauer,17
Jean-Baptiste Mouret,Danesh Tarapore,17
Jean-Baptiste Mouret,Jason Yosinski,17
Jean-Baptiste Mouret,Westley Weimer,17
Jean-Baptiste Mouret,Simon Thibault,17
Jean-Baptiste Mouret,Anh Nguyen,17
Jean-Baptiste Mouret,David Parsons,17
Jean-Baptiste Mouret,Richard Watson,17
Jean-Baptiste Mouret,Karl Sims,17
Jean-Baptiste Mouret,François Taddei,17
Jean-Baptiste Mouret,Eric Shulte,17
Jean-Baptiste Mouret,Robert T. Pennock,17
Jean-Baptiste Mouret,Thomas S. Ray,17
Anh Nguyen,Marc Parizeau,17
Anh Nguyen,William F. Punch,17
Anh Nguyen,Marc Schoenauer,17
Anh Nguyen,Danesh Tarapore,17
Anh Nguyen,Jason Yosinski,17
Anh Nguyen,Westley Weimer,17
Anh Nguyen,Simon Thibault,17
Anh Nguyen,David Parsons,17
Anh Nguyen,Richard Watson,17
Anh Nguyen,Karl Sims,17
Anh Nguyen,François Taddei,17
Anh Nguyen,Eric Shulte,17
Anh Nguyen,Robert T. Pennock,17
Anh Nguyen,Thomas S. Ray,17
Marc Parizeau,William F. Punch,17
Marc Parizeau,Marc Schoenauer,17
Marc Parizeau,Danesh Tarapore,17
Marc Parizeau,Jason Yosinski,17
Marc Parizeau,Westley Weimer,17
Marc Parizeau,Simon Thibault,17
Marc Parizeau,David Parsons,17
Marc Parizeau,Richard Watson,17
Marc Parizeau,Karl Sims,17
Marc Parizeau,François Taddei,17
Marc Parizeau,Eric Shulte,17
Marc Parizeau,Robert T. Pennock,17
Marc Parizeau,Thomas S. Ray,17
David Parsons,William F. Punch,17
David Parsons,Marc Schoenauer,17
David Parsons,Danesh Tarapore,17
David Parsons,Jason Yosinski,17
David Parsons,Westley Weimer,17
David Parsons,Simon Thibault,17
David Parsons,Richard Watson,17
David Parsons,Karl Sims,17
David Parsons,François Taddei,17
David Parsons,Eric Shulte,17
David Parsons,Robert T. Pennock,17
David Parsons,Thomas S. Ray,17
Robert T. Pennock,William F. Punch,17
Robert T. Pennock,Marc Schoenauer,17
Robert T. Pennock,Danesh Tarapore,17
Robert T. Pennock,Jason Yosinski,17
Robert T. Pennock,Westley Weimer,17
Robert T. Pennock,Simon Thibault,17
Robert T. Pennock,Richard Watson,17
Robert T. Pennock,Karl Sims,17
Robert T. Pennock,François Taddei,17
Robert T. Pennock,Eric Shulte,17
Robert T. Pennock,Thomas S. Ray,17
William F. Punch,Marc Schoenauer,17
William F. Punch,Danesh Tarapore,17
William F. Punch,Jason Yosinski,17
William F. Punch,Westley Weimer,17
William F. Punch,Simon Thibault,17
William F. Punch,Richard Watson,17
William F. Punch,Karl Sims,17
William F. Punch,François Taddei,17
William F. Punch,Eric Shulte,17
William F. Punch,Thomas S. Ray,17
Thomas S. Ray,Marc Schoenauer,17
Thomas S. Ray,Danesh Tarapore,17
Thomas S. Ray,Jason Yosinski,17
Thomas S. Ray,Westley Weimer,17
Thomas S. Ray,Simon Thibault,17
Thomas S. Ray,Richard Watson,17
Thomas S. Ray,Karl Sims,17
Thomas S. Ray,François Taddei,17
Thomas S. Ray,Eric Shulte,17
Marc Schoenauer,Danesh Tarapore,17
Marc Schoenauer,Jason Yosinski,17
Marc Schoenauer,Westley Weimer,17
Marc Schoenauer,Simon Thibault,17
Marc Schoenauer,Richard Watson,17
Marc Schoenauer,Karl Sims,17
Marc Schoenauer,François Taddei,17
Marc Schoenauer,Eric Shulte,17
Eric Shulte,Danesh Tarapore,17
Eric Shulte,Jason Yosinski,17
Eric Shulte,Westley Weimer,17
Eric Shulte,Simon Thibault,17
Eric Shulte,Richard Watson,17
Eric Shulte,Karl Sims,17
Eric Shulte,François Taddei,17
Karl Sims,Danesh Tarapore,17
Karl Sims,Jason Yosinski,17
Karl Sims,Westley Weimer,17
Karl Sims,Simon Thibault,17
Karl Sims,Richard Watson,17
Karl Sims,François Taddei,17
François Taddei,Danesh Tarapore,17
François Taddei,Jason Yosinski,17
François Taddei,Westley Weimer,17
François Taddei,Simon Thibault,17
François Taddei,Richard Watson,17
Danesh Tarapore,Jason Yosinski,17
Danesh Tarapore,Westley Weimer,17
Danesh Tarapore,Simon Thibault,17
Danesh Tarapore,Richard Watson,17
Simon Thibault,Jason Yosinski,17
Simon Thibault,Westley Weimer,17
Simon Thibault,Richard Watson,17
Westley Weimer,Jason Yosinski,17
Westley Weimer,Richard Watson,17
Richard Watson,Jason Yosinski,17
U. Alvarez-Rodriguez,M. Sanz,35
U. Alvarez-Rodriguez,L. Lamata,35
U. Alvarez-Rodriguez,E. Solano,35
M. Sanz,E. Solano,35
M. Sanz,L. Lamata,35
L. Lamata,E. Solano,35
Huimin Lu,Yujie Li,37
Huimin Lu,Hyoungseop Kim,37
Huimin Lu,Seiichi Serikawa,37
Huimin Lu,Min Chen,37
Yujie Li,Hyoungseop Kim,37
Yujie Li,Min Chen,37
Yujie Li,Seiichi Serikawa,37
Min Chen,Hyoungseop Kim,37
Min Chen,Seiichi Serikawa,37
Hyoungseop Kim,Seiichi Serikawa,37
Thomas Schmickl,Payam Zahadat,38
Thomas Schmickl,Heiko Hamann,38
Payam Zahadat,Heiko Hamann,38
Jean-Paul Delahaye,Clement Vidal,88
Clement Vidal,Louis Crane,88
Clement Vidal,Rob Hengeveld,88
Clement Vidal,Franc Rottiers,88
Clement Vidal,John Stewart,88
Clement Vidal,Borje Ekstig,88
Clement Vidal,Gertrudis Van de Vijver,88
Clement Vidal,Thomas Durt,88
Clement Vidal,Giuseppe Longo,88
Clement Vidal,Alex H. Blin,88
Clement Vidal,Horace Fairlamb,88
Clement Vidal,Francis Heylighen,88
Clement Vidal,Jan Greben,88
Clement Vidal,Nicolas F. Lori,88
Clement Vidal,Laurent Nottale,88
Clement Vidal,Stanley Salthe,88
Clement Vidal,Gerard Jagers op Akkerhuis,88
Clement Vidal,Nico M. van Straalen,88
Clement Vidal,Denis Noble,88
Clement Vidal,Jean Chaline,88
Clement Vidal,Ruediger Vaas,88
Clement Vidal,Charles Auffray,88
Martin Biehl,Daniel Polani,41
Dan Lessin,Don Fussell,43
Keyan Ghazi-Zahedi,Johannes Rauh,50
Joseph T. Lizier,Paul L. Williams,54
Joseph T. Lizier,Benjamin Flecker,54
Marius Buliga,Louis H. Kauffman,58
Jean-Louis Sikorav,Alan Braslau,59
Jean-Louis Sikorav,Arach Goldar,59
Alan Braslau,Arach Goldar,59
Norbert Rimoux,Patrice Descourt,62
Alex Graudenzi,Marco Antoniotti,66
Alex Graudenzi,Giancarlo Mauri,66
Alex Graudenzi,Giulio Caravagna,66
Giulio Caravagna,Giancarlo Mauri,66
Giulio Caravagna,Marco Antoniotti,66
Giancarlo Mauri,Marco Antoniotti,66
Thao Dang,Carla Piazza,69
Benjamin Flecker,Paul L. Williams,54
Larry Yaeger,Virgil Griffith,76
Larry Yaeger,Olaf Sporns,76
Virgil Griffith,Olaf Sporns,76
Melanie Moses,Soumya Banerjee,86
Charles Auffray,Louis Crane,88
Charles Auffray,Rob Hengeveld,88
Charles Auffray,Franc Rottiers,88
Charles Auffray,John Stewart,88
Charles Auffray,Borje Ekstig,88
Charles Auffray,Gertrudis Van de Vijver,88
Charles Auffray,Thomas Durt,88
Charles Auffray,Giuseppe Longo,88
Charles Auffray,Alex H. Blin,88
Charles Auffray,Horace Fairlamb,88
Charles Auffray,Francis Heylighen,88
Charles Auffray,Jan Greben,88
Charles Auffray,Nicolas F. Lori,88
Charles Auffray,Laurent Nottale,88
Charles Auffray,Stanley Salthe,88
Charles Auffray,Gerard Jagers op Akkerhuis,88
Charles Auffray,Nico M. van Straalen,88
Charles Auffray,Denis Noble,88
Charles Auffray,Jean Chaline,88
Charles Auffray,Ruediger Vaas,88
Alex H. Blin,Louis Crane,88
Alex H. Blin,Rob Hengeveld,88
Alex H. Blin,Franc Rottiers,88
Alex H. Blin,John Stewart,88
Alex H. Blin,Borje Ekstig,88
Alex H. Blin,Gertrudis Van de Vijver,88
Alex H. Blin,Thomas Durt,88
Alex H. Blin,Giuseppe Longo,88
Alex H. Blin,Horace Fairlamb,88
Alex H. Blin,Francis Heylighen,88
Alex H. Blin,Jan Greben,88
Alex H. Blin,Nicolas F. Lori,88
Alex H. Blin,Laurent Nottale,88
Alex H. Blin,Stanley Salthe,88
Alex H. Blin,Gerard Jagers op Akkerhuis,88
Alex H. Blin,Nico M. van Straalen,88
Alex H. Blin,Denis Noble,88
Alex H. Blin,Jean Chaline,88
Alex H. Blin,Ruediger Vaas,88
Jean Chaline,Louis Crane,88
Jean Chaline,Rob Hengeveld,88
Jean Chaline,Franc Rottiers,88
Jean Chaline,John Stewart,88
Jean Chaline,Borje Ekstig,88
Jean Chaline,Gertrudis Van de Vijver,88
Jean Chaline,Thomas Durt,88
Jean Chaline,Giuseppe Longo,88
Jean Chaline,Horace Fairlamb,88
Jean Chaline,Francis Heylighen,88
Jean Chaline,Jan Greben,88
Jean Chaline,Nicolas F. Lori,88
Jean Chaline,Laurent Nottale,88
Jean Chaline,Stanley Salthe,88
Jean Chaline,Gerard Jagers op Akkerhuis,88
Jean Chaline,Nico M. van Straalen,88
Jean Chaline,Denis Noble,88
Jean Chaline,Ruediger Vaas,88
Louis Crane,Rob Hengeveld,88
Louis Crane,Franc Rottiers,88
Louis Crane,John Stewart,88
Louis Crane,Borje Ekstig,88
Louis Crane,Gertrudis Van de Vijver,88
Louis Crane,Thomas Durt,88
Louis Crane,Giuseppe Longo,88
Louis Crane,Horace Fairlamb,88
Louis Crane,Francis Heylighen,88
Louis Crane,Jan Greben,88
Louis Crane,Nicolas F. Lori,88
Louis Crane,Laurent Nottale,88
Louis Crane,Stanley Salthe,88
Louis Crane,Gerard Jagers op Akkerhuis,88
Louis Crane,Nico M. van Straalen,88
Louis Crane,Denis Noble,88
Louis Crane,Ruediger Vaas,88
Thomas Durt,Rob Hengeveld,88
Thomas Durt,Franc Rottiers,88
Thomas Durt,John Stewart,88
Thomas Durt,Borje Ekstig,88
Thomas Durt,Gertrudis Van de Vijver,88
Thomas Durt,Giuseppe Longo,88
Thomas Durt,Horace Fairlamb,88
Thomas Durt,Francis Heylighen,88
Thomas Durt,Jan Greben,88
Thomas Durt,Nicolas F. Lori,88
Thomas Durt,Laurent Nottale,88
Thomas Durt,Stanley Salthe,88
Thomas Durt,Gerard Jagers op Akkerhuis,88
Thomas Durt,Nico M. van Straalen,88
Thomas Durt,Denis Noble,88
Thomas Durt,Ruediger Vaas,88
Borje Ekstig,Rob Hengeveld,88
Borje Ekstig,Franc Rottiers,88
Borje Ekstig,John Stewart,88
Borje Ekstig,Gertrudis Van de Vijver,88
Borje Ekstig,Giuseppe Longo,88
Borje Ekstig,Horace Fairlamb,88
Borje Ekstig,Francis Heylighen,88
Borje Ekstig,Jan Greben,88
Borje Ekstig,Nicolas F. Lori,88
Borje Ekstig,Laurent Nottale,88
Borje Ekstig,Stanley Salthe,88
Borje Ekstig,Gerard Jagers op Akkerhuis,88
Borje Ekstig,Nico M. van Straalen,88
Borje Ekstig,Denis Noble,88
Borje Ekstig,Ruediger Vaas,88
Horace Fairlamb,Rob Hengeveld,88
Horace Fairlamb,Franc Rottiers,88
Horace Fairlamb,John Stewart,88
Horace Fairlamb,Gertrudis Van de Vijver,88
Horace Fairlamb,Giuseppe Longo,88
Horace Fairlamb,Francis Heylighen,88
Horace Fairlamb,Jan Greben,88
Horace Fairlamb,Nicolas F. Lori,88
Horace Fairlamb,Laurent Nottale,88
Horace Fairlamb,Stanley Salthe,88
Horace Fairlamb,Gerard Jagers op Akkerhuis,88
Horace Fairlamb,Nico M. van Straalen,88
Horace Fairlamb,Denis Noble,88
Horace Fairlamb,Ruediger Vaas,88
Jan Greben,Rob Hengeveld,88
Jan Greben,Franc Rottiers,88
Jan Greben,John Stewart,88
Jan Greben,Gertrudis Van de Vijver,88
Jan Greben,Giuseppe Longo,88
Jan Greben,Francis Heylighen,88
Jan Greben,Laurent Nottale,88
Jan Greben,Nicolas F. Lori,88
Jan Greben,Stanley Salthe,88
Jan Greben,Gerard Jagers op Akkerhuis,88
Jan Greben,Nico M. van Straalen,88
Jan Greben,Denis Noble,88
Jan Greben,Ruediger Vaas,88
Rob Hengeveld,Franc Rottiers,88
Rob Hengeveld,John Stewart,88
Rob Hengeveld,Gertrudis Van de Vijver,88
Rob Hengeveld,Giuseppe Longo,88
Rob Hengeveld,Francis Heylighen,88
Rob Hengeveld,Nicolas F. Lori,88
Rob Hengeveld,Laurent Nottale,88
Rob Hengeveld,Stanley Salthe,88
Rob Hengeveld,Gerard Jagers op Akkerhuis,88
Rob Hengeveld,Nico M. van Straalen,88
Rob Hengeveld,Denis Noble,88
Rob Hengeveld,Ruediger Vaas,88
Francis Heylighen,Franc Rottiers,88
Francis Heylighen,John Stewart,88
Francis Heylighen,Gertrudis Van de Vijver,88
Francis Heylighen,Giuseppe Longo,88
Francis Heylighen,Laurent Nottale,88
Francis Heylighen,Nicolas F. Lori,88
Francis Heylighen,Stanley Salthe,88
Francis Heylighen,Gerard Jagers op Akkerhuis,88
Francis Heylighen,Nico M. van Straalen,88
Francis Heylighen,Denis Noble,88
Francis Heylighen,Ruediger Vaas,88
Gerard Jagers op Akkerhuis,Franc Rottiers,88
Gerard Jagers op Akkerhuis,John Stewart,88
Gerard Jagers op Akkerhuis,Gertrudis Van de Vijver,88
Gerard Jagers op Akkerhuis,Giuseppe Longo,88
Gerard Jagers op Akkerhuis,Nicolas F. Lori,88
Gerard Jagers op Akkerhuis,Laurent Nottale,88
Gerard Jagers op Akkerhuis,Stanley Salthe,88
Gerard Jagers op Akkerhuis,Nico M. van Straalen,88
Gerard Jagers op Akkerhuis,Denis Noble,88
Gerard Jagers op Akkerhuis,Ruediger Vaas,88
Giuseppe Longo,Franc Rottiers,88
Giuseppe Longo,John Stewart,88
Giuseppe Longo,Gertrudis Van de Vijver,88
Giuseppe Longo,Nicolas F. Lori,88
Giuseppe Longo,Laurent Nottale,88
Giuseppe Longo,Stanley Salthe,88
Giuseppe Longo,Nico M. van Straalen,88
Giuseppe Longo,Denis Noble,88
Giuseppe Longo,Ruediger Vaas,88
Nicolas F. Lori,Franc Rottiers,88
Nicolas F. Lori,John Stewart,88
Nicolas F. Lori,Gertrudis Van de Vijver,88
Nicolas F. Lori,Laurent Nottale,88
Nicolas F. Lori,Stanley Salthe,88
Nicolas F. Lori,Nico M. van Straalen,88
Nicolas F. Lori,Denis Noble,88
Nicolas F. Lori,Ruediger Vaas,88
Denis Noble,Franc Rottiers,88
Denis Noble,John Stewart,88
Denis Noble,Gertrudis Van de Vijver,88
Denis Noble,Laurent Nottale,88
Denis Noble,Stanley Salthe,88
Denis Noble,Nico M. van Straalen,88
Denis Noble,Ruediger Vaas,88
Laurent Nottale,Franc Rottiers,88
Laurent Nottale,John Stewart,88
Laurent Nottale,Gertrudis Van de Vijver,88
Laurent Nottale,Stanley Salthe,88
Laurent Nottale,Nico M. van Straalen,88
Laurent Nottale,Ruediger Vaas,88
Franc Rottiers,John Stewart,88
Franc Rottiers,Gertrudis Van de Vijver,88
Franc Rottiers,Stanley Salthe,88
Franc Rottiers,Nico M. van Straalen,88
Franc Rottiers,Ruediger Vaas,88
Stanley Salthe,John Stewart,88
Stanley Salthe,Gertrudis Van de Vijver,88
Stanley Salthe,Nico M. van Straalen,88
Stanley Salthe,Ruediger Vaas,88
John Stewart,Gertrudis Van de Vijver,88
John Stewart,Nico M. van Straalen,88
John Stewart,Ruediger Vaas,88
Ruediger Vaas,Gertrudis Van de Vijver,88
Ruediger Vaas,Nico M. van Straalen,88
Gertrudis Van de Vijver,Nico M. van Straalen,88
D. A. Sofge,M. A. Potter,13
D. A. Sofge,M. D. Bugajska,13
D. A. Sofge,A. C. Schultz,13
M. A. Potter,M. D. Bugajska,13
M. A. Potter,A. C. Schultz,13
M. D. Bugajska,A. C. Schultz,13
Andrei Khrennikov,Marcus Nilsson,14
Carlos Fernandes,Vitorino Ramos,15
Carlos Fernandes,Agostinho C. Rosa,15
Vitorino Ramos,Agostinho C. Rosa,15
Zsolt Palotai,Andras Lorincz,22
Zsolt Palotai,Sandor Mandusitz,22
Sandor Mandusitz,Andras Lorincz,22
Arnold Smith,Peter Turney,24
Arnold Smith,Robert Ewaschuk,24
Peter Turney,Robert Ewaschuk,24
Jing Han,Jiming Liu,27
Jing Han,Qingsheng Cai,27
Jiming Liu,Qingsheng Cai,27
Johan Chu,Chris Adami,33
M. E. J. Newman,Kim Sneppen,30
M. E. J. Newman,Simon M. Fraser,30
M. E. J. Newman,William A. Tozier,30
Simon M. Fraser,Kim Sneppen,30
Simon M. Fraser,William A. Tozier,30
Kim Sneppen,William A. Tozier,30
Chris Adami,C. Titus Brown,33
Dan Ashlock,Leigh Tesfatsion,31
Dan Ashlock,Mark D. Smucker,31
Dan Ashlock,E. Ann Stanley,31
Mark D. Smucker,E. Ann Stanley,31
Mark D. Smucker,Leigh Tesfatsion,31
E. Ann Stanley,Leigh Tesfatsion,31
